Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,Link,Publisher,Document Type,Source,EID
Nur A.; Kar A.; Mandal K.; Sahoo R.K.; Jana U.,"Nur, Asadujjaman (59351913400); Kar, Abhishek (57218475842); Mandal, Kush (59351459200); Sahoo, Raj Kamal (59009625100); Jana, Umasish (6602192248)",59351913400; 57218475842; 59351459200; 59009625100; 6602192248,FeCl3catalyzed synthesis of fluorene-C-9-linked furan hybrids from biphenyl-linked conjugated ene–yne–ketones,2025,Organic and Biomolecular Chemistry,23,46,,10606,10616,0,https://www.scopus.com/pages/publications/105023169246?origin=resultslist,Royal Society of Chemistry,Article,Scopus,2-s2.0-105023169246
Behnam R.; Behzad T.; Dinari M.,"Behnam, Reza (57203309656); Behzad, Tayebeh (8339924800); Dinari, Mohammad (16230322000)",57203309656; 8339924800; 16230322000,Incorporating Thiolated Gelatin via Thiol–Ene Reaction Into Polyurethane for Hybrid Nanocomposite of GO/Alkened-PU: Antioxidant and Antibacterial Evaluation,2025,Journal of Applied Polymer Science,142,41,e57578,,,0,https://www.scopus.com/pages/publications/105011816577?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105011816577
Feng S.; Yang L.; Ni J.; Wang H.; Jia W.; Ma X.; Fang H.; Li N.; Zhou Z.; Zhang Y.; Feng S.,"Feng, Shanshan (57204477270); Yang, Lu (58151243800); Ni, Jie (57964553400); Wang, Hailong (59941825400); Jia, Wenhao (58033248500); Ma, Xiaoyi (59340681200); Fang, Hao (58766507800); Li, Na (59694914000); Zhou, Zhengwei (57226874137); Zhang, Yao (57963998000); Feng, Sheng (55190425800)",57204477270; 58151243800; 57964553400; 59941825400; 58033248500; 59340681200; 58766507800; 59694914000; 57226874137; 57963998000; 55190425800,Application of magnetic humic soil composite material based on multi-frequency driving technology for the selective removal of cesium ions from water,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,724,,137465,,,2,https://www.scopus.com/pages/publications/105007940980?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105007940980
Hou J.; Li Y.; Tan H.; Chen M.; Wu J.; Zhang Y.; Lu X.; Wang Y.; Wang X.; Hua C.; Chu J.; Gong M.; Xiong S.,"Hou, Jiaxue (59745314600); Li, Yuangang (7502096131); Tan, Huanyu (59745314500); Chen, Min (58866417400); Wu, Juan (59153187700); Zhang, Yukun (57223881461); Lu, Xicheng (59468596100); Wang, Yongxin (59744994600); Wang, Xiaoqin (55736764000); Hua, Chunxia (55543816600); Chu, Jia (36445370300); Gong, Ming (56680634200); Xiong, Shanxin (18635590500)",59745314600; 7502096131; 59745314500; 58866417400; 59153187700; 57223881461; 59468596100; 59744994600; 55736764000; 55543816600; 36445370300; 56680634200; 18635590500,Structural design and enhanced electrochromic properties of thiophene-based covalent organic framework,2025,Journal of Colloid and Interface Science,699,,138107,,,8,https://www.scopus.com/pages/publications/105008503599?origin=resultslist,Academic Press Inc.,Article,Scopus,2-s2.0-105008503599
Zerriouh A.; Deghiche A.; Benayache W.; Hashemi T.; Bernardi A.; Liparoti S.; Di Lorenzo M.L.; Cavallo D.,"Zerriouh, Ali (57303648200); Deghiche, Amani (57303955800); Benayache, Walid (58778148600); Hashemi, Targol (57223106287); Bernardi, Alessandra (60053329400); Liparoti, Sara (50461743600); Di Lorenzo, Maria Laura (7005034969); Cavallo, Dario (57209064484)",57303648200; 57303955800; 58778148600; 57223106287; 60053329400; 50461743600; 7005034969; 57209064484,Warpage in Material Extrusion Additive Manufacturing of Amorphous and Semicrystalline Polymers,2025,Macromolecular Materials and Engineering,310,12,e00172,,,12,https://www.scopus.com/pages/publications/105013549858?origin=resultslist,John Wiley and Sons Inc,Review,Scopus,2-s2.0-105013549858
Wang C.-X.; Wang W.; Zhang X.-F.,"Wang, Chen-Xiang (57211551471); Wang, Wei (60076744800); Zhang, Xue-Fen (56153946500)",57211551471; 60076744800; 56153946500,Mechanically durable PAL-based superhydrophobic composite coatings with a sandwich structure for corrosion protection of aluminum alloys,2025,Progress in Organic Coatings,209,,109616,,,12,https://www.scopus.com/pages/publications/105014538491?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105014538491
Ke H.; Xie H.; Pei L.; Gao M.; Li S.; Sheng D.; Urazkulova D.; Kuvondikov V.; Nematov S.; Li X.; Ye L.,"Ke, Huizhen (37006763900); Xie, Haijuan (58867304700); Pei, Luoxi (59728203900); Gao, Mengyuan (57213270060); Li, Saimeng (57474964200); Sheng, Dan (56239220700); Urazkulova, Diyora (60010047300); Kuvondikov, Vakhobjon (55227386700); Nematov, Sherzod (58072847200); Li, Xin (58414638300); Ye, Long (55032427200)",37006763900; 58867304700; 59728203900; 57213270060; 57474964200; 56239220700; 60010047300; 55227386700; 58072847200; 58414638300; 55032427200,Mechanically Stable and Intrinsically Stretchy Organic Photovoltaics via Constructing Stress-Dissipative Networks†,2025,Chinese Journal of Chemistry,43,22,,2909,2916,24,https://www.scopus.com/pages/publications/105011341139?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105011341139
You C.-W.; Fu T.; Wang Z.-L.; Wang Y.-Z.; Song F.,"You, Cheng-Wei (60113978100); Fu, Teng (56545110000); Wang, Zi-Li (57220874422); Wang, Yu-Zhong (59453297900); Song, Fei (13204980400)",60113978100; 56545110000; 57220874422; 59453297900; 13204980400,3D Coral-Like Ti3C2Tx MXene Heterostructures for Ultrasensitive Gas Sensing in Wildfire Monitoring,2025,Small,21,45,e06807,,,5,https://www.scopus.com/pages/publications/105017076292?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105017076292
Pu Z.; Yan P.; Liu Q.; Gao Z.; Gu Y.; Li J.; Wu X.; Cui Z.,"Pu, Zhiyou (58972854300); Yan, Peiwen (57479944300); Liu, Qingyu (58882105000); Gao, Zhihao (60208764200); Gu, Yajun (60208808400); Li, Jianxin (8678926100); Wu, Xiao (57239519600); Cui, Zhenyu (19834268400)",58972854300; 57479944300; 58882105000; 60208764200; 60208808400; 8678926100; 57239519600; 19834268400,Microstructure design of PVDF porous membrane with piezoelectric response and its enhanced separation and antifouling performance,2025,Journal of Environmental Chemical Engineering,13,6,120284,,,2,https://www.scopus.com/pages/publications/105022825334?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105022825334
Gomez Vazquez D.; Tabor J.; Pollard T.P.; Borodin O.; Lukatskaya M.R.,"Gomez Vazquez, Dario (57207733775); Tabor, Julita (60058494500); Pollard, Travis P. (56206493300); Borodin, Oleg (7005249025); Lukatskaya, Maria R. (34875144800)",57207733775; 60058494500; 56206493300; 7005249025; 34875144800,Measuring Zn Transference with Precision: Insights for Dendrite-Free Zinc Metal Anodes,2025,Advanced Materials,37,46,e02245,,,10,https://www.scopus.com/pages/publications/105013865961?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105013865961
Guido C.A.; Zinna F.; Pescitelli G.,"Guido, Ciro A. (15072889800); Zinna, Francesco (56465955600); Pescitelli, Gennaro (56633554900)",15072889800; 56465955600; 56633554900,Quantum Chemistry Calculations of Circularly Polarized Luminescence (CPL): From Spectral Modeling to Molecular Design,2025,Chemical Reviews,125,21,,10492,10656,30,https://www.scopus.com/pages/publications/105021350499?origin=resultslist,American Chemical Society,Review,Scopus,2-s2.0-105021350499
Yang M.; Su Y.; Wang H.; Du Z.; Cheng X.,"Yang, Mingshu (59902532500); Su, Yanhua (59154896500); Wang, Haibo (55521331500); Du, Zongliang (24385582700); Cheng, Xu (55205678000)",59902532500; 59154896500; 55521331500; 24385582700; 55205678000,Hydrophobic poly(vinylidene fluoride-co-hexafluoropropylene) porous films based on BaTiO3@SiO₂ core-shell particles for enhanced passive daytime radiative cooling,2025,Surfaces and Interfaces,77,,108054,,,4,https://www.scopus.com/pages/publications/105021814100?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105021814100
Kim N.R.; Park S.; Kang B.K.; Jang J.W.; Park M.; Kim S.; Yang B.; Kim Y.A.; Yang W.S.; Yang C.-M.,"Kim, Nam Ryeol (57940380100); Park, Sangki (57192876198); Kang, Bong Kyun (23477577000); Jang, Ji Wu (60127663100); Park, Minhyeok (60127663200); Kim, Seonjoo (60127809400); Yang, Beomjoo (57221775575); Kim, Yoong Ahm (55652570300); Yang, Woo Seok (58125629000); Yang, Cheol-Min (57207279430)",57940380100; 57192876198; 23477577000; 60127663100; 60127663200; 60127809400; 57221775575; 55652570300; 58125629000; 57207279430,"Energy-efficient, eco-friendly, and scalable line-laser reduction process for graphene oxide in thermally conductive polymer composites",2025,Chemical Engineering Journal,524,,168666,,,4,https://www.scopus.com/pages/publications/105017860193?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105017860193
Collado I.; Vázquez-López A.; Jiménez-Suárez A.; Prolongo S.G.,"Collado, Ignacio (58028481500); Vázquez-López, Antonio (57214822855); Jiménez-Suárez, Alberto (37112453700); Prolongo, Silvia G. (8846100700)",58028481500; 57214822855; 37112453700; 8846100700,"Multifunctional sequential dual curing electroactive graphene Nanocomposites: Self-heating, de-icing and in-situ curing",2025,Composites Part B: Engineering,307,,112911,,,6,https://www.scopus.com/pages/publications/105013498053?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105013498053
Yusuf B.O.; Aliyu M.; Azeez M.O.; Taialla O.A.; Lateef S.; Sulaimon R.; Akinpelu A.A.; Ganiyu S.A.,"Yusuf, Basiru O. (57205333164); Aliyu, Mansur (57221543216); Azeez, Musa O. (57218328403); Taialla, Omer A. (58575995600); Lateef, Saheed (57193876371); Sulaimon, Ridwan (57210842958); Akinpelu, Adeola Akeem (57204922397); Ganiyu, Saheed A. (56315586600)",57205333164; 57221543216; 57218328403; 58575995600; 57193876371; 57210842958; 57204922397; 56315586600,"Comprehensive technologies for heavy metal remediation: Adsorption, membrane processes, photocatalysis, and AI-driven design",2025,Desalination,615,,119261,,,23,https://www.scopus.com/pages/publications/105012378877?origin=resultslist,Elsevier B.V.,Review,Scopus,2-s2.0-105012378877
Wu G.; Sun Y.; Wan J.-H.; Lv W.-L.; Qian C.; Liu X.-W.,"Wu, Gang (57722422600); Sun, Yi (60215723900); Wan, Jun-Hao (58220630100); Lv, Wen-Li (57219834520); Qian, Chen (57190609884); Liu, Xian-Wei (57686479600)",57722422600; 60215723900; 58220630100; 57219834520; 57190609884; 57686479600,Dynamic imaging reveals subnanometer gap distance controls electron transfer processes at plasmonic nanointerfaces,2025,Science Advances ,11,48,eaea1572,,,1,https://www.scopus.com/pages/publications/105023232270?origin=resultslist,American Association for the Advancement of Science,Article,Scopus,2-s2.0-105023232270
Shan M.; Wei L.; Li Y.; Lv P.; Wang F.; Wang L.; Mao J.,"Shan, Mengqi (57736663800); Wei, Leqian (57223844161); Li, Yimeng (57219843508); Lv, Pengcheng (60090250200); Wang, Fujun (55740442200); Wang, Lu (60202993900); Mao, Jifu (56999656100)",57736663800; 57223844161; 57219843508; 60090250200; 55740442200; 60202993900; 56999656100,An Antibacterial and Electroactive Chitosan-Based Dressing with Dual Stimulus-Responsive Drug Delivery for Wound Healing,2025,Macromolecular Rapid Communications,46,22,e00547,,,2,https://www.scopus.com/pages/publications/105015469808?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105015469808
Haque F.; Farhana F.Z.; Tantu M.T.; Shaon M.A.; Gurr G.M.; Shiddiky M.J.A.,"Haque, Farjana (60389483100); Farhana, Fatema Zerin (57217623984); Tantu, Milkiyas Toru (60389277700); Shaon, Md Akeruzzaman (59369934000); Gurr, Geoff M. (7003269193); Shiddiky, Muhammad J. A. (57203180656)",60389483100; 57217623984; 60389277700; 59369934000; 7003269193; 57203180656,Advancing biosecurity: progress and prospects of volatile organic compound (VOC) detection for invasive pest and pathogen surveillance,2025,Sustainable Food Technology,4,1,,203,224,0,https://www.scopus.com/pages/publications/105030026822?origin=resultslist,Royal Society of Chemistry,Review,Scopus,2-s2.0-105030026822
Altunoluk O.C.; Berkel C.; Özbek O.,"Altunoluk, Onur Cem (58030999300); Berkel, Caglar (57203599344); Özbek, Oguz (57125815900)",58030999300; 57203599344; 57125815900,Potentiometric Sensors of Heavy Metals in Environmental Samples Using Different Materials,2025,ChemistrySelect,10,43,e03752,,,10,https://www.scopus.com/pages/publications/105021977760?origin=resultslist,John Wiley and Sons Inc,Review,Scopus,2-s2.0-105021977760
Hu Z.; Wu Z.; Gao S.; Zhao J.; Zhai S.; An Q.; Xiao Z.,"Hu, Zhongyan (59236778000); Wu, Zixin (59760006000); Gao, Siyu (59194707400); Zhao, Jingkun (59236508900); Zhai, Shangru (59668092200); An, Qingda (24070154700); Xiao, Zuoyi (55365990100)",59236778000; 59760006000; 59194707400; 59236508900; 59668092200; 24070154700; 55365990100,In-situ growth of ZIF-8 onto zinc alginate for high-performance electrode material in supercapacitors,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,725,,137546,,,33,https://www.scopus.com/pages/publications/105008492807?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105008492807
Yang Y.; Zhang H.; Jia X.; Zhang G.; Li G.; Wang K.,"Yang, Yingli (59150479200); Zhang, Hailiang (59150765400); Jia, Xiaoxia (56824858600); Zhang, Guoli (57195296982); Li, Gang (57203456052); Wang, Kaiying (57198952873)",59150479200; 59150765400; 56824858600; 57195296982; 57203456052; 57198952873,Design of missing linker defects and tuning Ni-dopants engineering for Co-MOFs to boost rate capability and capacity in supercapacitor,2025,Sustainable Materials and Technologies,46,,e01661,,,3,https://www.scopus.com/pages/publications/105016497135?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105016497135
Wang Y.; Zhang Q.; Liu Z.; Jin C.; Rao Y.; Yuan X.; He Q.; Lu L.; Guo J.; Yan F.,"Wang, Yuxuan (58866223300); Zhang, Qiuyang (57736598900); Liu, Ziyang (57210704956); Jin, Can (59904573400); Rao, Yu (57658637400); Yuan, Xiaonan (58537475100); He, Qingxiang (59257490500); Lu, Linna (36699857700); Guo, Jiangna (55569222500); Yan, Feng (57154235300)",58866223300; 57736598900; 57210704956; 59904573400; 57658637400; 58537475100; 59257490500; 36699857700; 55569222500; 57154235300,Janus Fibrous Dressing with Controllable Nitric Oxide-Releasing and Unidirectional Exudate Transport Activities for Bacteria-Infected Burn Wound Therapy,2025,Advanced Functional Materials,35,45,2503992,,,19,https://www.scopus.com/pages/publications/105005540017?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105005540017
Smani D.; Maouche N.; Kherfi A.; Zerriouh A.; Darwish A.S.; Lemaoui T.,"Smani, Dounia (58934701500); Maouche, Naima (24081004000); Kherfi, Amine (57224173467); Zerriouh, Ali (57303648200); Darwish, Ahmad S. (57216752408); Lemaoui, Tarek (57216563414)",58934701500; 24081004000; 57224173467; 57303648200; 57216752408; 57216563414,Novel sub-ppb salicylic acid detection via poly(3-dodecylthiophene)@MWCNTs electrochemical sensor: Computational design and practical application in hospital wastewater,2025,Journal of Environmental Chemical Engineering,13,6,119793,,,2,https://www.scopus.com/pages/publications/105020257971?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105020257971
Bendalahcen O.; Ez-Zahraoui S.; Bouhfid R.; Alami J.; El Achaby M.; Semlali F.-Z.,"Bendalahcen, Oumaima (60191625700); Ez-Zahraoui, Siham (57225183203); Bouhfid, Rachid (12240087700); Alami, Jones (8230280600); El Achaby, Mounir (55090191400); Semlali, Fatima-Zahra (58043037000)",60191625700; 57225183203; 12240087700; 8230280600; 55090191400; 58043037000,Valorization of purified mining phosphate sludge as a functional filler in ethylene-vinyl acetate–coated cellulose-based packaging papers,2025,International Journal of Biological Macromolecules,333,,148853,,,2,https://www.scopus.com/pages/publications/105021654222?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105021654222
Praveenkumar S.; Choi J.S.; Yim J.-H.,"Praveenkumar, Subramanian (58549017800); Choi, Jong Seob (59040449600); Yim, Jin-Heong (59937434800)",58549017800; 59040449600; 59937434800,Design of 3D-Printed strain-responsive TPU/WS2/CB nanocomposites as dual-function flexible supercapacitor electrodes,2025,Polymer Testing,153,,109031,,,1,https://www.scopus.com/pages/publications/105021085624?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105021085624
Xu N.; Wang Y.; Huo Z.; Yu J.; Yang J.; Wang Z.L.; Sun Q.,"Xu, Nuo (57197733574); Wang, Yifei (58855413200); Huo, Ziwei (57682334300); Yu, Jinran (57205224025); Yang, Jiahong (57681222500); Wang, Zhong Lin (56430045300); Sun, Qijun (57217271057)",57197733574; 58855413200; 57682334300; 57205224025; 57681222500; 56430045300; 57217271057,Flexible and self-powered paper-based artificial synapse for neuromorphic computing and 3d information transmission,2025,Nano Research Energy,4,4,e9120187,,,4,https://www.scopus.com/pages/publications/105018307534?origin=resultslist,Tsinghua University Press,Article,Scopus,2-s2.0-105018307534
Bouali M.; Bugday N.; Bouali W.; Erk N.; Duygulu Ö.; Demirdogen R.E.; Cengiz M.F.; Yaşar S.,"Bouali, Mariem (57441939100); Bugday, Nesrin (56256502300); Bouali, Wiem (58017609500); Erk, Nevin (55957385100); Duygulu, Özgür (6507735321); Demirdogen, Ruken Esra (26656515500); Cengiz, Mehmet Fatih (12779252100); Yaşar, Sedat (57201214280)",57441939100; 56256502300; 58017609500; 55957385100; 6507735321; 26656515500; 12779252100; 57201214280,"Development of a MOF-based electrochemical sensor for trace detection of cannabidiol in biological, environmental, and plant-derived samples",2025,Electrochimica Acta,541,,147373,,,4,https://www.scopus.com/pages/publications/105015691995?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105015691995
Zhang S.-R.; Shan W.-L.; Li Q.; Wei M.-J.; Xu Y.-H.,"Zhang, Shu-Ran (55350744600); Shan, Wei-Long (59436333100); Li, Qi (57230030900); Wei, Mei-Jie (38362613000); Xu, Yan-Hong (57198771371)",55350744600; 59436333100; 57230030900; 38362613000; 57198771371,Rational synthesis of covalent organic framework/amino-functionalized carbon nanotubes for effective electrochemical sensing of furazolidone,2025,Journal of Food Composition and Analysis,148,,108495,,,0,https://www.scopus.com/pages/publications/105019092828?origin=resultslist,Academic Press Inc.,Article,Scopus,2-s2.0-105019092828
Šálek P.; Karakoti M.; Gupta S.; Kobera L.; Šturcová A.; Steinhart M.; Brus J.; Minisy I.M.; Breitenbach S.; Unterweger C.; Hromádková J.; Bober P.,"Šálek, Petr (55864805700); Karakoti, Manoj (57204031981); Gupta, Sonal (13612880500); Kobera, Libor (36675104200); Šturcová, Adriana (7801336596); Steinhart, Miloš (7003603463); Brus, Jiří (7003944134); Minisy, Islam M. (56167256700); Breitenbach, Stefan (57202200940); Unterweger, Christoph (55873127700); Hromádková, Jiřina (6603582306); Bober, Patrycja (36141047100)",55864805700; 57204031981; 13612880500; 36675104200; 7801336596; 7003603463; 7003944134; 56167256700; 57202200940; 55873127700; 6603582306; 36141047100,Ultrastable Polypyrrole Stabilized by Hyper-Cross-Linked Poly(styrene-co-divinylbenzene) for Long-Cycle Supercapacitor Applications,2025,ACS Applied Polymer Materials,7,21,,15026,15040,2,https://www.scopus.com/pages/publications/105021848019?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105021848019
Shaheen S.; Ahmad T.,"Shaheen, Saman (58118224100); Ahmad, Tokeer (7101735632)",58118224100; 7101735632,The potential of H2evolution and CO2mitigation from photochemical to electrochemical perspectives,2025,Chemical Communications,61,91,,17810,17824,25,https://www.scopus.com/pages/publications/105021374692?origin=resultslist,Royal Society of Chemistry,Article,Scopus,2-s2.0-105021374692
Wang T.; Wei X.; Liu X.; Wang X.; Zhang Y.; Wang Y.; Luo S.,"Wang, Tong (57217059755); Wei, Xiao (56544895600); Liu, Xinni (57771794900); Wang, Xinyuan (58127376600); Zhang, Yuhui (58745679400); Wang, Yixue (58991102900); Luo, Sha (57201073485)",57217059755; 56544895600; 57771794900; 58127376600; 58745679400; 58991102900; 57201073485,Multi-ligand modified PQDs@SA-CMC hydrogel fluorescent sensor and smartphone-based method for specific detection of oxytetracycline,2025,Sensors and Actuators B: Chemical,444,,138360,,,6,https://www.scopus.com/pages/publications/105011072251?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105011072251
"Singh A.K., Prof.","Singh, Abhay Kumar (60217540000)",60217540000,Zero-dimensional (0D) nanomaterials and their energy applications,2025,Nanostructured Materials for Energy Applications,,,,62,110,1,https://www.scopus.com/pages/publications/105023362301?origin=resultslist,CRC Press,Book chapter,Scopus,2-s2.0-105023362301
Cucinotta A.; Davies J.A.; Mali K.S.; De Feyter S.,"Cucinotta, Antonino (57472761700); Davies, Jack A. (57574448300); Mali, Kunal S. (9043047800); De Feyter, Steven (7004199804)",57472761700; 57574448300; 9043047800; 7004199804,"Scanning probe microscopy of metal–organic coordination systems: characterization of monolayers, single crystals, discrete architectures",2025,Chemical Society Reviews,54,22,,10654,10689,9,https://www.scopus.com/pages/publications/105018779613?origin=resultslist,Royal Society of Chemistry,Review,Scopus,2-s2.0-105018779613
Foley K.; Chu I.; Walters K.B.,"Foley, Kayla (57425983800); Chu, Iwei (55352474100); Walters, Keisha B. (7102916183)",57425983800; 55352474100; 7102916183,Novel electroactive polymer actuators using all-polyelectrolyte poly(ionic liquid) ionogels,2025,European Polymer Journal,239,,114256,,,2,https://www.scopus.com/pages/publications/105015548158?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105015548158
Isci R.; Sayin Y.S.; Karatepe N.; Ozturk T.,"Isci, Recep (57195630464); Sayin, Yagmur Su (60184466400); Karatepe, Nilgun (6603611511); Ozturk, Turan (7004084332)",57195630464; 60184466400; 6603611511; 7004084332,"Thieno[3,2-b]thiophene-Based Organic Cation Forming Semitransparent Thin Film: Synthesis, Photophysical Properties, and Inverted Perovskite Solar Cells",2025,ACS Applied Energy Materials,8,21,,16343,16351,3,https://www.scopus.com/pages/publications/105021340674?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105021340674
Qin C.; Gao X.; Wang D.; Xiong H.; Wu B.,"Qin, Chaoran (60026505100); Gao, Xiaoli (59899022300); Wang, Deli (55713241900); Xiong, Hui (60026218900); Wu, Beina (60026505200)",60026505100; 59899022300; 55713241900; 60026218900; 60026505200,"Flexible, Robust Sodium Alginate/PAAm Hydrogel for High-Performance Supercapacitor",2025,Journal of Applied Polymer Science,142,41,e57584,,,4,https://www.scopus.com/pages/publications/105012379959?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105012379959
Du Y.; Yu W.; Li H.; Yuan Y.; Wang K.; Zhou X.,"Du, Yu (59707338600); Yu, Wei (57207825708); Li, Haibo (57008769800); Yuan, Yajue (59682070400); Wang, Kaixuan (58485112400); Zhou, Xulun (57198478073)",59707338600; 57207825708; 57008769800; 59682070400; 58485112400; 57198478073,"It's time to elucidate what are the key points to promote bio-electro-Fenton and bio-Fenton-like work efficiently: Mechanisms, enhancement strategies, and applications",2025,Environmental Research,285,,122467,,,4,https://www.scopus.com/pages/publications/105011979891?origin=resultslist,Academic Press Inc.,Review,Scopus,2-s2.0-105011979891
Li Y.; Wang X.; Lin Y.-C.; Veronica A.; Nyein H.Y.Y.,"Li, Yue (57217257595); Wang, Xuejie (57133221000); Lin, Yu-chun (60139784700); Veronica, Asmita (57073741900); Nyein, Hnin Yin Yin (57188924429)",57217257595; 57133221000; 60139784700; 57073741900; 57188924429,Multimodal sponge-based wearable sensor for continuous monitoring of electrochemical and electrophysiological signals during exercise,2025,Journal of Materials Chemistry B,13,41,,13245,13255,4,https://www.scopus.com/pages/publications/105018684228?origin=resultslist,Royal Society of Chemistry,Article,Scopus,2-s2.0-105018684228
Qin W.; Chen K.; Gao Y.; Li J.; Lin L.; Hu E.; Jiang J.,"Qin, Weikai (58609220500); Chen, Kailun (57211264744); Gao, Yuchen (57192069023); Li, Jinglin (57789965200); Lin, Li (57223926767); Hu, Endian (58618588700); Jiang, Jianguo (57192162780)",58609220500; 57211264744; 57192069023; 57789965200; 57223926767; 58618588700; 57192162780,Bridging waste stream complexity and VFAs applications: A review of recovery technologies,2025,Separation and Purification Technology,374,,133690,,,5,https://www.scopus.com/pages/publications/105006744393?origin=resultslist,Elsevier B.V.,Review,Scopus,2-s2.0-105006744393
Kolarijani N.R.; Salehi M.; Mirzaii M.; Farahani M.K.; Zamani S.; Fazli M.; Alizadeh M.,"Kolarijani, Nariman Rezaei (57219363375); Salehi, Majid (56597545000); Mirzaii, Mehdi (55618505800); Farahani, Mohammad Kamalabadi (57205196490); Zamani, Sepehr (58932855300); Fazli, Mozhgan (57093530100); Alizadeh, Morteza (57210745054)",57219363375; 56597545000; 55618505800; 57205196490; 58932855300; 57093530100; 57210745054,Synthesis and characterization of silver nanoparticle-loaded carboxymethylcellulose hydrogels: in vitro and in vivo evaluation of wound healing and antibacterial properties,2025,Cell and Tissue Banking,26,4,46,,,2,https://www.scopus.com/pages/publications/105018527703?origin=resultslist,Springer Science and Business Media B.V.,Letter,Scopus,2-s2.0-105018527703
Chico-Mesa L.; Rodes A.; Arán-Ais R.M.; Herrero E.,"Chico-Mesa, Lorena (58250550100); Rodes, Antonio (57200196873); Arán-Ais, Rosa M. (52363203600); Herrero, Enrique (57979296200)",58250550100; 57200196873; 52363203600; 57979296200,Insights into catalytic activity and selectivity of 5-Hydroxymethylfurfural oxidation on gold single-crystal electrodes,2025,Nature Communications ,16,1,3349,,,33,https://www.scopus.com/pages/publications/105002961854?origin=resultslist,Nature Research,Article,Scopus,2-s2.0-105002961854
Kumar S.; Thakur A.; Mishra A.K.; Kumar R.; Selvaraj M.; Karnwal A.; Kumari D.; Srivastava A.; Khan U.A.; Asthana N.; Singh A.; Singh L.,"Kumar, Sunil (59300973700); Thakur, Abhinay (58293167400); Mishra, Amit Kumar (57214672257); Kumar, Rajeev (57211709600); Selvaraj, Manickam (7003615747); Karnwal, Arun (32867914400); Kumari, Dimple (55318837500); Srivastava, Anshuman (57145810800); Khan, Ubaid Ahmad (57217287426); Asthana, Nidhi (36843825000); Singh, Ambrish (57202898174); Singh, Laxman (7202268285)",59300973700; 58293167400; 57214672257; 57211709600; 7003615747; 32867914400; 55318837500; 57145810800; 57217287426; 36843825000; 57202898174; 7202268285,Materials and processes in nanogenerators for energy harvesting: A review of chemical modification strategies and paradigms,2025,Journal of Alloys and Compounds,1044,,184278,,,6,https://www.scopus.com/pages/publications/105018304132?origin=resultslist,Elsevier Ltd,Review,Scopus,2-s2.0-105018304132
Zhang H.; Wang Q.; Yin J.; Gao Y.; Zhang X.; Zhou Q.; Cui Z.,"Zhang, Hao (60068359700); Wang, Qian (57200498611); Yin, Jiuxin (60142568800); Gao, Yujie (59797729400); Zhang, Xinhai (59125362700); Zhou, Qiuyueming (57350784300); Cui, Zhaoliang (51161055700)",60068359700; 57200498611; 60142568800; 59797729400; 59125362700; 57350784300; 51161055700,Evolution of piezoelectric PVDF membrane for energy transducer and membrane distillation,2025,Chemical Engineering Journal,524,,169672,,,6,https://www.scopus.com/pages/publications/105018850387?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105018850387
Etezad M.; Joshi R.; Cibrian F.L.,"Etezad, Maryam (59789006600); Joshi, Rajeev (57209745828); Cibrian, Franceli L. (56341459600)",59789006600; 57209745828; 56341459600,Advancements in refreshable Braille display technology: A comprehensive survey,2025,Displays,90,,103133,,,10,https://www.scopus.com/pages/publications/105009351892?origin=resultslist,Elsevier B.V.,Review,Scopus,2-s2.0-105009351892
